id,Title,Content,"Image URL",Date,Categories
2153,BigWhisk,,,1970-01-01,News
2237,"Big Whiskey’s Signs Franchisee for Kansas City","Big Whiskey’s Franchising has announced the signing of its newest franchisee in Kansas City.  H2B Restaurants recently secured the rights to open the first Big Whiskey’s American Restaurant &amp; Bar franchise in the Kansas City, Missouri, metro area.

H2B, a Missouri-based restaurant group owned by Ed House, Ryan Bohl, and J.D. House, had been considering the venture for some time.  “We’ve followed the growth of Big Whiskey’s for years and we’re excited to now be part of that expansion,” says Ed House, H2B’s managing partner.  “When we learned the Kansas City franchise was available, we knew it would be the perfect market for our first Big Whiskey’s.”

Big Whiskey’s American Restaurant &amp; Bar currently operates three restaurants in Springfield, Missouri, plus one each in Ozark and Branson, Missouri, and will open its first franchise location in Bentonville, Arkansas, later this year.  The first Big Whiskey’s was started in downtown Springfield in 2006, and the brand began franchising in late 2015.

“We’re pleased to have Ed, Ryan, and J.D. as the newest members of the Big Whiskey’s family,” says Austin Herschend, the company’s franchising CEO. “We’ve been impressed with H2B’s multi-unit business experience. They will be a superb addition to the Big Whiskey’s brand.” He added that the parent company will also open its first corporate-owned restaurant in Kansas City “around the same time that H2B will open their store, so we can maximize our impact in the market.”  Herschend predicated both units will open in early 2017 and intends to open up to eight restaurants in the market. “We’re aggressively looking for more opportunities in Kansas City.”

Both H2B and Big Whiskey’s are working closely together to find ideal sites “that complement each other but don’t compete,” House explains.  “Opening two Big Whiskey’s almost simultaneously will give us a tremendous advantage in Kansas City.”",https://bigwhiskeys.com/wp-content/uploads/2015/09/bigwhiskey_branson_patio382.jpg,2016-04-26,Featured|Franchise|News|Opening
2240,"Big Whiskey's Supports Ambassadors for Children","For the last 3 years Big Whiskey's has partnered with Ambassadors for Children to support local foster families in an effort to end child abuse in our community. Ambassadors for Children serves children in the foster system for Greene, Christian, and Taney Counties. All 5 Big Whiskey's locations will be raising money during the month of May for this amazing cause. Please be a part of a great cause by either donating at Big Whiskey's or by clicking <a href=""https://secure3.4agoodcause.com/council-churches-ozarks/gift.aspx?id=1"">HERE</a> to donate online. Every dollar helps!",https://bigwhiskeys.com/wp-content/uploads/2016/05/ISupportFosterFamilies-Cut-Out-1-e1495740573138.png|https://bigwhiskeys.com/wp-content/uploads/2016/05/afc-email.jpg|https://bigwhiskeys.com/wp-content/uploads/2016/05/AFC.jpg|https://bigwhiskeys.com/wp-content/uploads/2016/05/AFC-1.jpg|https://bigwhiskeys.com/wp-content/uploads/2016/05/AFC-2.jpg|https://bigwhiskeys.com/wp-content/uploads/2016/05/AFC-3.jpg|https://bigwhiskeys.com/wp-content/uploads/2016/05/AFC-4.jpg,2016-05-10,News
2257,"1 Million in 1 Year","May 19th we celebrated a HUGE milestone in our company. From May 1st, 2015 - May 1st, 2016, we have served over 1 million guests! We decided to throw a party for our guests who have helped us reach that goal. We featured an appetizer buffet as well as FREE Buffalo Chicken Dip ALL DAY! It was a great success and we couldn't have done it without all of our loyal BW Family and Friends. Thank you for helping us get to where we are today.",https://bigwhiskeys.com/wp-content/uploads/2016/05/PicMonkey-Collage.jpg,2016-05-20,News
2263,"Now Hiring an Administrative & Marketing Assistant","Looking to get your foot in the door of marketing and administration? Well we are looking for feet! We are on the hunt for a well-organized and self-motivated individual to fill our Administration/Marketing Assistant position. Spend 20-30 hours a week in a fun, relaxed working environment. A great personality and efficient computer skills are a MUST! Marketing experience is preferred but not required. If you or someone you know fits this description, please apply or submit a resume <a href=""https://bigwhiskeys.com/employment/"">HERE</a>.",https://bigwhiskeys.com/wp-content/uploads/2016/06/hiring.jpg,2016-06-07,News
2269,"Big Whiskey's Donates $5000","[caption id=""attachment_2273"" align=""alignleft"" width=""500""]<a href=""https://bigwhiskeys.com/wp-content/uploads/2016/06/AFC-1-1.jpg""><img class="" wp-image-2273"" src=""https://bigwhiskeys.com/wp-content/uploads/2016/06/AFC-1-1.jpg"" alt=""Ambassadors for Children Check Presentation"" width=""500"" height=""333"" /></a> Ambassadors for Children Check Presentation[/caption]

<strong>Springfield MO--</strong> Big Whiskey’s American Restaurant &amp; Bar has, for 10 years, supported a number of local charitable causes.  For the last 3 years, the company has raised funds for <a href=""http://ambassadors4children.org/"" target=""_blank"" rel=""noopener"">Ambassadors for Children</a>s but this year was special.

During the month of May, all 5 Big Whiskey’s locations held contests and special events as well as individual employees who committed their time &amp; effort with the result being an incredible donation of $5000.

Ambassadors for Children is a cause-related subsidiary of the Council of Churches of the Ozarks that is a foster parent recruitment agency serving Greene, Christian and Taney Counties.  “We’re so humbled by the generosity of the good people at Big Whiskey’s”, said Denee Fay, agency director.  “They not only greatly exceeded our expectations with this donation but it was all they did to help raise awareness of our cause.”

Anna Wilcox of Big Whiskey’s was equally proud of her staff and management’s commitment to the fund drive. “Last year we raised $1600 for Ambassadors for Children so we’re pretty excited to have increased our donation by this much,” she explained.

Big Whiskey’s Ozark restaurant raised the most money of the five stores and staffers Laria Tittor and Tritton Barnes were tops in individual donation commitments.  “We have a strong sense of community here at Big Whiskey’s and this particular group is near and dear to our hearts,” said Paul Sundy, Big Whiskey’s Senior Vice President of Operations.

Fay explained that the donation would go a long way in helping local foster families supplement the limited income they receive from the state to care for children in their home. “Our foster parents will be able to do so much more for their kids with the help from Big Whiskey’s—we’re truly blessed with this donation.”",https://bigwhiskeys.com/wp-content/uploads/2016/06/AFC-1-1.jpg|https://bigwhiskeys.com/wp-content/uploads/2016/06/AFC.jpg|https://bigwhiskeys.com/wp-content/uploads/2016/06/AFC-1.jpg,2016-06-20,News
3399,"Springfield Restaurants Make Christmas Giving Fun","<h3>Big Whiskey’s American Restaurant &amp; Bar<sup>®</sup> adopts local families for Christmas</h3>
<strong>(Springfield, MO). </strong>Employees at Big Whiskey’s ‘adopted’ local families again this Christmas and raised over $4000 with 2 fun events.

For the fourth year, each of the <a href=""https://bigwhiskeys.com/location/"" target=""_blank"">Big Whiskey’s Springfield area restaurants</a> sponsored <a href=""http://stlsalvationarmy.org/2014/11/christmas-assistance/"" target=""_blank"">Angel Trees</a>. Customers were invited to participate at the end of their meal by purchasing an ornament for the Angel Tree, which goes directly to helping families in each stores area. Different color ornaments mean different size donations, and the colorfully-decorated trees raised more than $2,000!

<a href=""https://bigwhiskeys.com/location/battlefield-road-springfield-mo/"" target=""_blank"">Big Whiskey’s on Battlefield Road</a> held a free all-you-can-eat pancake breakfast. “<em>Pancakes with Santa”</em> was open to the public and a chance for all kids to meet and have their photo made with Santa. There was also a surprise visit by the Cocoa Cola Polar Bear much to the delight of all the kids. BW guests were asked to leave any size donation to help the adopted families, and those donations came to more than $1,000!

BW co-owner Jameson Clark personally donated $1,000, giving them more than $4,000 to buy the gifts on the family’s wish lists. “We’re excited to be able to fill all the wishes of our adopted families,” said Clark. “It feels good to know that our own family of employees care enough to adopt real families in need. They did all this – the idea, the effort of putting these together and working on their own time, plus actually purchasing the gifts on all the lists and gift wrapping them all. It was a labor of love and we’re really proud of them.”

After all the wishes on every list were checked off, BW had $400 left over and made it a donation to <a href=""http://www.ambassadors4children.org"" target=""_blank"">Ambassadors for Children</a>, a local non-profit agency that works to support foster home care.

<img class=""alignnone size-large wp-image-3402"" src=""https://bigwhiskeys.com/wp-content/uploads/2017/01/Wrapping-gifts-for-adopted-families-1024x768.jpg"" alt=""Wrapping gifts for adopted families at Big Whiskey's American Restaurant &amp; Bar"" width=""1024"" height=""768"" />",https://bigwhiskeys.com/wp-content/uploads/2017/01/Santa-Coke-Polar-Bear.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/01/Wingapalooza-Team-BW.jpg|https://bigwhiskeys.com/wp-content/uploads/2017/01/Wrapping-gifts-for-adopted-families.jpg,2017-01-16,Events|News
3615,"Big Whiskeys Nominated in 13 ‘Best Restaurant’ Categories","<h3><strong><img class=""alignleft size-medium wp-image-2571"" src=""https://bigwhiskeys.com/wp-content/uploads/2015/10/co-bbq-burger-onion-rings-300x218.jpg"" alt=""Big Whiskey's signature BBQ craft burger"" width=""300"" height=""218"" />Big Whiskey’s wins 417 Magazine’s ‘Best Of’ for Great Bar Food!</strong></h3>
<strong>(SPRINGFIELD, MO). </strong>Big Whiskey’s American Restaurant &amp; Bar<sup>®</sup> wins the <a href=""http://www.417mag.com/417-Magazine/February-2016/Best-of-417-2016/"" target=""_blank"">417 Magazine’s Choice awards</a> for Best Branson Restaurant! (<a href=""https://bigwhiskeys.com/location/brandon-landing-mo/"">We LOVE you, Branson!</a>) But BW also won the one and only ‘customer write-in win’ for Best Bar Food!

Big Whiskey’s district manager Brad Farrar is real proud of this, because no sacrifices are made to distinguish between food served at the restaurant or at the bar. “Our <a href=""https://bigwhiskeys.com/food-drink/"">bar food and restaurant food</a> are from the same <a href=""https://bigwhiskeys.com/food-drink/"">menu</a>. It doesn’t matter where you sit or how late you come in, our customers know they’ll get the same great food they always do, every time.”

In addition to its winnings, BWs was nominated for more of the “best” categories than any other Springfield restaurant, including: Best Springfield Restaurant, Best Branson Restaurant, Best Place for Lunch, Best Burgers, Best Salads, Best Fish Tacos, Best Fries, Best Nachos, Best Chicken Wings, Best Appetizer, Best Happy Hour, Best Restaurant or Bar Patio, and Best Restaurant Service.

<a href=""http://www.417mag.com/"" target=""_blank"">417 Magazine</a> is the social, news and entertainment magazine in Springfield and shares the 417 area code with 28 counties and nearly a million people. The magazine conducts an annual 417 area code poll to vote for their favorite local food, services and goods.",https://bigwhiskeys.com/wp-content/uploads/2015/10/co-bbq-burger-onion-rings.jpg,2017-01-23,Featured|Food|News
3740,"Big Whiskey’s Announces Newest Rock Stars","<h3>Employee Recognition is kind of a big deal here.</h3>
<strong>(SPRINGFIELD, MO) </strong>Big Whiskey’s American Restaurant &amp; Bar<sup>®</sup> is a fun place to eat and drink, and an equally fun place to work! Our people are our Rock Stars and we wanted to show the love. So in December we started ‘Rock Star Recognition’ to give a big shout-out to those employees who have gone above and beyond in performing their job duties.

Check out our December winners: Taylor Alton and John McCullough (<a href=""https://bigwhiskeys.com/location/downtown-springfield-mo/"">Downtown</a>), Shane Coffey and Rachel Orrell (<a href=""https://bigwhiskeys.com/location/republic-road-springfield-mo/"">Republic Road</a>), Caleb Moos and Ryan Strunk (<a href=""https://bigwhiskeys.com/location/battlefield-road-springfield-mo/"">Battlefield Rd.</a>), Kristen McGowan and Nate Whitehead (<a href=""https://bigwhiskeys.com/location/ozark-mo/"">Ozark</a>) and Stephen Hastings and Michael Tibbits (<a href=""https://bigwhiskeys.com/location/brandon-landing-mo/"">Branson</a>).

BWs Rock Stars get a picture made and framed that hangs at their location, along with a short bio from the General Manager<strong>. </strong>“There’s just no way we could be the best without them,” said Brad Hamm, GM of BW downtown.

Rock Stars also get their pick from a $50 gift card and passes to fun things to do in the Ozarks. All five <a href=""https://bigwhiskeys.com/location/"">Big Whiskey’s locations </a>pick two Rock Stars every month, one from front of house and one from the kitchen. Hamm added that “our employees really are our rock stars and we wanted them to know that.”",https://bigwhiskeys.com/wp-content/uploads/2017/02/Rock-Star-Photo-Taylor-Alton-e1486051306988.jpg,2017-01-30,News
3745,"Big Whiskey’s Wins BIG at Wingapalooza!","<h3>Big Whiskey's raised the most money to benefit area children</h3>
(SPRINGFIELD, MO) <a href=""http://www.winga.net"" target=""_blank"">America’s oldest buffalo wing festival</a> in Springfield, MO is a yearly fun event to raise money for charities of the <a href=""http://sertoma.org"" target=""_blank"">Sertoma Club</a>, a local service organization that supports foster home care for children.  At the 16<sup>th</sup> Annual <a href=""http://www.winga.net"" target=""_blank"">Wingapalooza</a> held at Springfield’s Expo Center, Big Whiskey’s American Restaurant and Bar<sup>®</sup> took home First Place in helping with the event’s primary mission. We won ‘Clucks for Bucks,’ a donation contest among all the restaurants at Wingapalooza, to collect the most money for the Sertoma Club.

“I have to say that although we’ve won numerous awards in the past including Best of 417 and News Leader’s Best Wings, this is the award that makes us most proud,” said Andrea Breen, BW’s marketing coordinator. “

Big Whiskey’s donated more than 1,000 wings at Wingapalooza, including their bone-in and boneless <a href=""https://bigwhiskeys.com/appetizer/"">wings</a> with fourteen uniquely different sauces, from mild to wild.",https://bigwhiskeys.com/wp-content/uploads/2017/02/Wingapalooza-Team-BW.jpg,2017-02-06,Events|News
3936,"Big Whiskey's to Open New Restaurant location in Republic","<strong><img class=""alignright size-medium wp-image-3937"" src=""https://bigwhiskeys.com/wp-content/uploads/2017/02/anna-w-kid-300x200.jpg"" alt=""Big Whiskey's opening restaurant in Republic, MO"" width=""300"" height=""200"" />REPUBLIC, MO.</strong>—Big Whiskey’s American Restaurant &amp; Bar<sup>®</sup> brings its legendary character and great food to Republic, MO. The <a href=""http://bigwhiskeysfranchise.com"" target=""_blank"">restaurant franchise</a> continues to expand with the purchase of a new location, turning a former Ruby Tuesday into a new Big Whiskey’s restaurant and bar.

Paul Sundy, co-founder of Big Whiskey’s, announced, “We are excited to be part of the Republic community. Finally, our guests who live and work there will have a Big Whiskey’s of their own.”

Offering friendly service and a wide variety of <a href=""https://bigwhiskeys.com/big-whiskeys-nominated-13-best-restaurant-categories/"">award-winning food</a>, Big Whiskey’s has something for everyone; including exceptional flavors for every bar connoisseur. Now serving over <a href=""https://bigwhiskeys.com/whiskey/"">100 different types of whiskeys</a>, <a href=""https://bigwhiskeys.com/drinks/"">25 beers on tap</a>, with over 25 large HD TV's, and <a href=""https://bigwhiskeys.com/specials/"">daily happy hour specials</a>. Visitors to the new Republic location, ""can expect all that and more,” Sundy hinted.

This will be Big Whiskey’s Concepts LLC’s first free-standing location. Sundy explained, “We’ll introduce our new design concept, which we think everyone is going to love—it’s still Big Whiskey’s but with some cool updates and enhancements.”

The <a href=""https://goo.gl/maps/WU5LPax5gUH2"">former Ruby Tuesday’s building in Republic</a> will undergo a complete facelift inside and out, with renovations expected to begin as soon as the final plans are drawn and permitted. An expected opening, of the company's 6th Big Whiskey’s, is set for early summer this year.

Big Whiskey’s is big on <a href=""https://bigwhiskeys.com/springfield-restaurants-make-christmas-giving-fun/"">charity</a>, <a href=""https://bigwhiskeys.com/big-whiskeys-supports-ambassadors-for-children/"">community</a>, friends, and family. “The Republic location,” Sundy states, “is the perfect fit. We can’t wait to be an active member in the community by hiring staff, holding events and supporting charitable causes there.”

The company will open its newest franchises in <a href=""https://bigwhiskeys.com/location/bentonville-ar/"">Bentonville, AR</a> later this month and<a href=""https://bigwhiskeys.com/location/kansas-city-mo/""> Lee’s Summit, MO</a> in late May. Additional corporate stores will open “when it’s appropriate,” Sundy explained. “We’re still passionate about growing our company locations as we also expand our franchise network.”

<a href=""https://www.facebook.com/BigWhiskeys"" target=""_blank"">Follow Big Whiskey’s</a> for more information on the grand opening of this location.",https://bigwhiskeys.com/wp-content/uploads/2017/02/anna-w-kid.jpg,2017-02-13,Featured|News|Opening
4233,"The Harlem Globetrotters fuel up at Big Whiskey’s","<strong>Springfield, MO.</strong> – It’s not every day that the Harlem Globetrotters bounce into Springfield, MO, but when they do they slam dunk their way into our hearts. Before bringing their basketball wizardry to the JQH Arena on February 3<sup>rd</sup> (part of their 2017 global tour), the team trekked into Big Whiskey’s Restaurant &amp; Bar<sup>®</sup> for some pre-game fuel and to meet &amp; greet the staff.

The star-studded athletes are recognized for their extraordinary basketball talent and theatrical comedy during the game. Notorious for ‘giving it their all’, they believe in <a href=""http://www.harlemglobetrotters.com/news/fuel-globetrotter"" target=""_blank"">healthy diet choices and nutritious foods</a> in order to bring their A-game to the floor.

“It is a rewarding feeling that the team chose Big Whiskey’s restaurant for their dinner,” said Scott Lemaster, GM of the Battlefield Road location, “it was a great honor to serve them.”

Healthy choices are not only important for the Harlem Globetrotters, but Big Whiskey’s also takes health to heart with their <a href=""https://bigwhiskeys.com/food-drink/"">healthy menu options</a> – fresh salads, hearty soups, and tasty wraps are some of the top picks.

<strong>Inspiring and leading the way in sport and community here are ‘Five Great Facts’ about the Harlem Globetrotters:</strong>
<ul>
 	<li>Their first game was in Hinckley, Illinois, on January 7, 1927, revolutionizing basketball and the African-American athlete.</li>
 	<li>Harlem Globetrotter, Nathaniel Clifton, became the first African-American player to sign an NBA contract, joining the New York Knicks in 1950.</li>
 	<li>In 1985, Olympic Gold Medalist Lynette Woodard joined the team becoming the first female to play on a men’s pro basketball team; preparing the way for the WNBA.</li>
 	<li>Since the year 2000 the Harlem Globetrotters have accumulated <a href=""http://www.prnewswire.com/news-releases/record-breaking-harlem-globetrotters-set-nine-guinness-world-records-records-300364920.html"" target=""_blank"">15 Guinness World records</a>.</li>
 	<li>They have <a href=""http://www.harlemglobetrotters.com/news/globetrotters-celebrate-black-history-month"" target=""_blank"">raised $1.5 million for the Nelson Mandela Children’s Fund</a>, and named Mandela an Honorary Harlem Globetrotter.</li>
</ul>
The Harlem Globetrotters will continue their tour, performing at more than 250 North American locales and in 30 different countries. See you on the floor.",https://bigwhiskeys.com/wp-content/uploads/2017/03/Harlem_Globetrotters_at_Big_Whiskeys.jpg,2017-02-26,Events|Sports
4236,"Bentonville Bites into Great Taste & Character","<h3><strong>Big Whiskey’s opens New Restaurant location in Northwest Arkansas</strong></h3>
<strong>Springfield, MO</strong> – Big Whiskey’s American Restaurant &amp; Bar<sup>®</sup> will open its<a href=""https://bigwhiskeys.com/location/bentonville-ar/""> newest restaurant franchise location in Bentonville, AR</a> on Friday, March 10. Shane Miller of Bentonville, owner of the new restaurant location, is the parent company’s first franchisee and has been working on the new outlet for over a year.

“We’re finally ready to introduce Northwest Arkansas to the great food, drinks and atmosphere that’s made Big Whiskey’s a legend in southwest Missouri,” Miller said.  The new restaurant &amp; bar anchors the retail center at 214 SE Walton Boulevard across from Baymont Inn &amp; Suites near Rainbow Curve.  “Our location is convenient to everyone in the area for lunch, happy hour, dinner, and more. We’re also open late until 1:30am.”

Miller’s first experience with Big Whiskey’s was as a guest while studying at Drury University in Springfield.  After graduating in 2008, Miller worked at Wal-Mart’s home office, first in finance and then in real estate where he developed relationships with food chains leasing space inside superstores. “I’ve always loved the food, people &amp; fun environment at Big Whiskey’s. After moving to Northwest Arkansas, I saw a real opportunity for the concept to flourish here,” he explained.

<a href=""https://bigwhiskeys.com/food-drink/"">Big Whiskey’s menu</a> has broad appeal featuring hand-cut steaks, craft burgers, award-winning wings, garden-fresh salads, street tacos &amp; quesadillas, wraps &amp; specialty sandwiches, seafood &amp; chicken entrees, ribs, signature appetizers and kid’s meals.  The massive bar features <a href=""https://bigwhiskeys.com/whiskey/"">over 100 whiskeys</a>, 20 beers on tap and 25 large HD TV’s.  “We’re not a sports bar but we definitely celebrate sports,” Miller added.

The new restaurant has indoor seating for 250 patrons and outside seating under a covered patio for 60. It features the same great ambience and boundless flavor as the original Big Whiskey’s – a great place for family and friends to get together.

Follow the Bentonville location on <a href=""https://www.facebook.com/bigwhiskeysbentonville/"" target=""_blank"" rel=""noopener"">Facebook</a> for upcoming specials and events.",https://bigwhiskeys.com/wp-content/uploads/2017/03/IMG_6684.jpg,2017-03-06,Events|Featured|Franchise|News|Opening
